reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,matched_aspects,Aplikasi,Pengiriman,Produk,Harga,Pembayaran,Layanan Pelanggan (CS),Penjual
29122b35-02ac-4b92-a54f-2ee411f415f1,Safrudin Akun,https://play-lh.googleusercontent.com/a/ACg8ocJojMRaoAOBFxMytFyir0U_eeXPHtumCEZ2_6uOfGZeJasVLQ=mo,saya sangat senang karena murah murah,5,0,3.60.25,2025-10-21 09:19:27,"Hi Kak Safrudin Akun, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu ^AT",2025-10-21 10:08:26,Harga,0,0,0,1,0,0,0
54789776-7f26-4e55-a0fc-5d8d160a3afb,kadek suasni,https://play-lh.googleusercontent.com/a-/ALV-UjXCIbveMuUqnpC9igwXR1elsq0NqA5m8RThZE2GBstOP1Q0FTg,harga murah dan proses pembayaran mudah,5,0,3.60.25,2025-10-21 09:19:25,"Hai Kak kadek suasni, makasih ya buat feedbacknya. Kedepannya Shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan Shopee. Kalo Kakak ada pertanyaan/kendala terkait Shopee, bisa hubungi DM Instagram @shopeecare_id. Stay safe kak ^CA",2025-10-21 10:09:57,"Harga,Pembayaran",0,0,0,1,1,0,0
0d5302f6-6b36-493d-aaed-72657b965cf5,Den wa'ing,https://play-lh.googleusercontent.com/a-/ALV-UjUTEfrRRvzNAXtStGNsM_IwAGTylPUX0Gmv0F54pKwqMF3lR4cI,"aplikasi ini sangat menmbatu saya untuk cari barang barang yg susah di cari , di aplikasi ini semua ada... makasih shopee.",5,0,,2025-10-21 09:16:13,Hai kak Den wa'ing makasih ya udah kasih penilaian buat Shopee. Semoga km nyaman menggunakan Shopee. Shopee akan selalu berusaha meningkatkan dan memperbaiki pelayanan bagi penggunanya supaya bisa lebih baik kedepannya. Jika km ada kendala/pertanyaan bisa DM IG @shopee_id . Terima kasih ^AL,2025-10-21 10:29:15,Aplikasi,1,0,0,0,0,0,0
7b2b92e0-7af1-44c1-88c6-9625e50e7025,ayu wulan,https://play-lh.googleusercontent.com/a/ACg8ocLgLPGCIIGvKQT8Herv8i__3wZbRvZUGp1B8ibWKI9vf9gVaQ=mo,pelayanan shopee 90% memuaskan. cuma ada beberapa seler ada yg td seportip. barang yg di kirimkan sering kendala TDK sehat. ini perlu di tingkatkan. yg lain termasuk wajar2 aja. semoga sukses selalu pelayanan dari seler perlu di tingkatkan.🙏,5,0,3.59.43,2025-10-21 09:15:35,"Hi Kak ayu wulan, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu ^AT",2025-10-21 10:18:57,"Aplikasi,Pengiriman,Layanan Pelanggan (CS)",1,1,0,0,0,1,0
7ac846fd-37ab-47dc-ba13-34601f85304a,Rahma Hanin,https://play-lh.googleusercontent.com/a/ACg8ocJT1iALkXb5xixrS_pTsOM0J4kZMmNXbwwhMdVlFRI1aXDRMw=mo,aplikasi ini sering meminta pembaruan padahal penggunaan tidak mencapai satu minggu. terlalu besar kiranya tidak selalu update. kasihan pengguna. jadi pakai standart yg baik dan nyaman ditangan pengguna. disebelah pun tidak seperti aplikasi ini.,2,0,,2025-10-21 09:12:32,Hi kak Rahma Hanin maaf ya terkait kendala kamu. Shopee akan selalu berusaha memperbaiki dan meningkatkan pelayanan untuk penggunanya supaya lebih baik lagi kedepannya. Supaya bisa dibantu cek mohon infokan detail kendala via DM IG @shopee_id / IG @shopeecare_id. Terima kasih ^AL,2025-10-21 10:28:20,Aplikasi,1,0,0,0,0,0,0
f50b208e-0fec-4641-9b71-896c44b0e88c,Naufal Alexander,https://play-lh.googleusercontent.com/a-/ALV-UjVawRHi7x3t8fLn5yE4x6PEEHdkb7sLlskakleIIRieTN1KGaqD,halo developer tambah kan pembayaran gopay sama QRIS PLIS kesusahan saya gak punya rekening bank,4,0,3.60.24,2025-10-21 09:08:31,"Hai kak Naufal Alexander, terima kasih ya untuk feedbacknya. Kedepannya shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan shopee. Kalo ada pertanyaan/kendala, bisa hubungi DM Social Media twt @shopeeID / @shopeecare. Sehat selalu^at",2025-10-21 10:18:11,Pembayaran,0,0,0,0,1,0,0
f90188cb-83c4-4f24-8e01-655247b38912,subi feunmura,https://play-lh.googleusercontent.com/a-/ALV-UjWTO36PJp3YOJXFssTW2vcgLJwS3KaC2auHmWJM9QcsSFEESj4,90 % transaksi melalui shopee memuaskan.,5,0,3.59.43,2025-10-21 09:08:00,"Hi kak subi feunmura, makasih yaa buat review dan bintang 5 nya. Semoga makin betah dan nyaman belanja lewat aplikasi Shopee. Shopee akan selalu berusaha meningkatkan pelayanan untuk semua pelanggan. kalau ada pertanyaan, langsung hubungi aku via DM Instagram @shopee_id/@shopeecare_id ya. Have a nice day^YG",2025-09-01 04:11:22,Aplikasi,1,0,0,0,0,0,0
b0181612-98ce-4f22-a944-0ac8684f28b2,Badboy Casino,https://play-lh.googleusercontent.com/a-/ALV-UjUixlJKxtSPc-mIsiCG_goLk6pJq9UxF7pqsy5UxPbAKlvoofI,mantapp,5,0,,2025-10-21 09:05:31,hai kak Badboy Casino  thanks buat 5 bintang dan reviewnya. semoga kakak selalu happy belanja kebutuhan dan bertransaksi di shopee. pantau terus aplikasi dan sosmed shopee biar kakak nggak ketinggalan promo yg ada di shopee. kalau ada kendala terkait shopee bisa langsung DM IG shopee_id. Happy shopping^ME,2025-10-21 10:12:56,Aplikasi,1,0,0,0,0,0,0
68979d9e-a9ec-4c3e-b99c-842f566b650c,Citra Aqila,https://play-lh.googleusercontent.com/a-/ALV-UjULrvG6RBpiCSu_r830fePELOR4Fbe_zNO4bE_XQVjkUPJevqGk,gateli asu kon hapusin teros piye aplikasi ne ra entek asu,1,0,,2025-10-21 09:02:58,"Hai kak Citra Aqila
maaf yaa udh buat ga nyaman terkait kendala yg kakak alami. agar aku bisa bantu cek boleh infoin Username dan SS/detail kendala kakak melalui via  DM ke sosmed kita @Shopee_id/@Shopeecare_id ya. Have a nice day ^DM",2025-10-21 10:11:56,Aplikasi,1,0,0,0,0,0,0
f442531a-c89c-462a-a7c3-2d7899c34f1b,Mila Meylinda,https://play-lh.googleusercontent.com/a-/ALV-UjWvCZeJ8lWDVthsWK45vTgAV_Me650AgUiOPVKSYY1uWDpREiXL,"Sudah sangat baik dari si hijau si L Pakai shopee gak pernah ketipu beda sama si hijau, semoga selalu menjadi yg terbaik ya Saran nya utk yg didaerah ataupun desa desa terpencil agar gratis ongkirnya sampai kedesa-desa yg terpencil",5,0,3.60.24,2025-10-21 09:01:45,,,Pengiriman,0,1,0,0,0,0,0
36b8ad26-839d-4bff-822d-d899f056f152,Yudi Riyadi,https://play-lh.googleusercontent.com/a/ACg8ocIHUVz_LjxqYwke4104sdFMqztSg-2i76De3sk6LOKIsfpVWQ=mo,bisa belanja online lebih murah di shopee,5,0,,2025-10-21 08:56:10,,,Harga,0,0,0,1,0,0,0
02ba95ff-f1e2-46e3-8526-04df8dc9b485,Jaini 28,https://play-lh.googleusercontent.com/a/ACg8ocKmMqc-zWOSak4vKHWT235YLgyHv9n_noe9h71WnD4LezGT0Q=mo,"gratis ongkir,mudah dan terpercaya",5,0,3.59.43,2025-10-21 08:51:01,"Hi Kak Jaini 28, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu ^AT",2025-10-21 09:11:54,Pengiriman,0,1,0,0,0,0,0
886529cf-774b-4064-8430-e56a8635381d,Center Coffee,https://play-lh.googleusercontent.com/a-/ALV-UjWaD3PwSkuI5vNgunetLG2eKbVt92OXTBHyc_ACUVcrVgULwZF1,"Suka sekali krn shopee membantu pembeli untuk refund barang yg tak sesuai dg deskripsi, uang kembali semua tanpa potongan. dan mantapnya lagi free ongkir untuk balikin barangnya. ikuti petunjuk shopee yg sangat mudah tdak ribet",5,6,3.59.43,2025-10-21 08:46:43,"Hi kak Center Coffee, makasih ya buat reviewnya, semoga kakak betah dan nyaman menggunakan aplikasi ini. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG Social Media kita @shopeecare_id. Have a nice day ^CS",2025-09-03 07:30:02,"Aplikasi,Pengiriman,Pembayaran",1,1,0,0,1,0,0
42bd770e-205d-4f07-8dfb-0ef4e306c7b1,zahulia,https://play-lh.googleusercontent.com/a/ACg8ocJkO30CIvHcoYJtSBfkZfX2jwDNU42haV0ztA8nEnl5_C_S7A=mo,"aplikasinya lemot parah. padahal cuma buat pencet ke keranjang tapi ga bisa². servernya tolong di perbaikin dong, padahal apk yg banyak di minati tapi kok malah kayak gini bentukannya",3,0,3.58.33,2025-10-21 08:45:19,"Haii kak zahulia, maaf ya udh bikin km kecewa terkait kendalamu . Biar Aku bisa bantu cek kendalanya infoin ke aku  detail kendala kakak boleh colek Aku di DM @ShopeeID / @Shopeecare_id ya kak. Dtunggu ^LI",2025-10-21 09:06:55,Aplikasi,1,0,0,0,0,0,0
e115d0ed-a0b5-47c5-a314-eb080659af15,Dany Kosasih,https://play-lh.googleusercontent.com/a-/ALV-UjVzQVpF80kTI-NkFYPa4LpqBRANmNQAdSwVojO7PfOeuKzn_8Cg,"saya sangat nyaman menggunakan aplikasi ini dan memudahkan saya untuk berbelanja keperluan, boleh kalian coba.",5,0,3.52.19,2025-10-21 08:44:43,"Hi  Kak Dany Kosasih, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopee_id / @shopeecare_id ya kak. Have a nice day ^UA",2025-09-21 15:23:07,Aplikasi,1,0,0,0,0,0,0
73c7a937-6c96-4940-b973-3e60e20f1546,Sholeh Afif,https://play-lh.googleusercontent.com/a/ACg8ocIHD5JqVofsyCeC_A_CUZAEtgRBAR_yQz2dkjCLlcQ-q7iehA=mo,good seller,5,0,3.60.25,2025-10-21 08:41:18,"Hi kak Sholeh Afif, makasih ya buat bintang 5 dan review nya. Semoga kakak makin nyaman dan puas belanja di Shopee. Yuk pantengin terus aplikasi dan sosial media Shopee biar gak ketinggalan info menarik dari Shopee. Kalo ada pertanyaan terkait Shopee, jangan ragu buat hubungi DM IG di @shopee_id / @shopeecare_id ya. Stay safe kak ^NS",2025-10-21 09:05:01,Penjual,0,0,0,0,0,0,1
5a56944a-24c4-4701-baba-f798b39f73e7,ADI Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjUZKhd2vcM822XtNE0sbBlSXJwxT88eBRIhtY_x2o-WDfYwtlHH,kapan Shopee punya apk seller center sendiri ga dari web lagi 🤔,5,0,3.59.41,2025-10-21 08:39:49,"Hi kak ADI Setiawan, makasih ya untuk bintangnya dan maaf udah buat kk ga nyaman terkait kendala yang dialami. Terkait feedback dari kakak akan dijadikan evaluasi agar fitur dan juga performa aplikasi Shopee semakin lebih baik lg kedepannya ya kak. Kalau ada kendala/pertanyaan terkait Shopee kakak bisa DM IG Aku di @Shopee_id ya kak. Stay Safe ^AQ",2025-10-21 09:15:48,"Aplikasi,Penjual",1,0,0,0,0,0,1
5f6d6a2c-f0ff-4017-941a-c9b8c06a41b0,BLANDINA PEDA,https://play-lh.googleusercontent.com/a-/ALV-UjX7kXCUZYCdBVIJaO7Kl-CxN5eISzYB0O-JvmU51A25_Wk86dPN,"kurang fitur aplikasi Dana untuk pemyarannya,,,saya biasa pakai dana untuk bayar apa saja,",4,0,3.59.41,2025-10-21 08:38:29,"Hi kak BLANDINA PEDA, terima kasih banyak ya Kak atas masukannya. Feedback ini langsung aku catat untuk perbaikan kami. Sebagai tambahan, Kakak juga bisa mencoba metode pembayaran lain yang tersedia di Shopee ya! Semoga transaksi Kakak lancar. kalau ada kendala, langsung DM ke Social Media @shopee_id / @shopeecare_id. Sehat selalu kak ^YN",2025-10-21 09:13:46,"Aplikasi,Pembayaran",1,0,0,0,1,0,0
7671ff97-588c-46ad-a80f-1403d255fe7c,Sodron,https://play-lh.googleusercontent.com/a-/ALV-UjUbiCyP-qRArNeq-oo4JhSTZuqxkPgPtYziutpqF5lxV2yUtNmt,shopee memang memberikan pelayanan dengan baik cepat sesuai pemesanan,5,0,,2025-10-21 08:36:06,"Hi kak Sodron, makasih banget yaa buat review dan bintang 5 nya. Semoga makin betah dan nyaman belanja lewat aplikasi Shopee yaa. Jangan lupa selalu pantengin promo menariknya di sosmed resmi dan aplikasi Shopee. Kalo ada pertanyaan, langsung hubungi aku via DM Instagram @shopee_id/@shopeecare_id ya. Have a nice day ^NV",2025-10-21 09:05:50,Layanan Pelanggan (CS),0,0,0,0,0,1,0
96d20952-cac2-456c-9c34-b09d52902a24,Sri Purnamasari96,https://play-lh.googleusercontent.com/a/ACg8ocINBwHhLDbzwSOKjoVzvqqI_UI0fk1Of7JJtt46ivbnrBe6bg=mo,lama bngt pencairan dana spinjam udh 2 hari padahal limit banyak. udh lama langganan bayar full baik masa lama gimana kalian,2,0,,2025-10-21 08:32:06,"Hi kak Sri Purnamasari96, maaf ya sudah buat kmu gak nyaman terkait kendala kamu. Agar bisa aku bantu, infoin ke kami detail kendala kamu dan sreenshot detail kendala ke kami melalui DM Instagram @shopee_id/@shopeecare_id. Stay safe ^DB",2025-10-21 09:06:10,Pembayaran,0,0,0,0,1,0,0
9a0002e3-78d6-48e9-96d3-08954a15002f,Lasinrang 2345,https://play-lh.googleusercontent.com/a/ACg8ocLrCGMrdSmc8cep42cv3GBtzuvEM63zeK-JtmPWBamQnhg62wNG=mo,"aku hanya bisa bilang kalau tidak ada apl Shopee di HP anda, anda termasuk org yg belum beruntung, Shopee meman hebat",5,0,,2025-10-21 08:27:41,"Hi kak Lasinrang 2345, Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya Shopee dan aplikasi Shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media IG kita @Shopee_id/@Shopeecare_id. Stay safe ^LI",2025-10-21 09:06:19,Aplikasi,1,0,0,0,0,0,0
2d4efdd7-5a9b-4822-8511-851587a56bbd,desni magdalena,https://play-lh.googleusercontent.com/a/ACg8ocLHmZFJRbseI5WfSWMkSb1YdIAYDraPfp-2NcHs9NvilFFbF6I=mo,"uang saya sudah 4 hari saya return barang 2.6jt ga balik balik di persulit penanganan lama, dan saat saya lg chat CS namanya ARI saya belum selesai dan belum mendapatkan jwban yg pasti dri cs malah di akhiri chatnya",1,0,3.59.41,2025-10-21 08:24:57,"Hai kak desni magdalena, maaf yaa udah bikin kamu risau terkait pengajuan pengembalian pesanan kamu. Untuk aku bantu pengecekan lebih lanjut boleh infokan username dan no pesanan kamu ke DM @Shopee_id / @Shopeecare_id ya. Ditunggu ^MS",2025-10-21 09:08:19,Layanan Pelanggan (CS),0,0,0,0,0,1,0
cd06f751-5961-4636-80a7-d028ad3fe165,Aldwi Wiwi,https://play-lh.googleusercontent.com/a-/ALV-UjVVV_V5g1zjggimEPg0bDGTZY8-ZcwRBd9aLtJ6HWl50-1Dmeo,pengantarannya lama kurirnya lama tidak tanggung jawab dan tidak sopan kalau ini berguna bagi kalian,1,0,,2025-10-21 08:23:49,"Hi Kak Aldwi Wiwi, maaf ya udah buat kakak ga nyaman terkait kendala pengiriman yang lama. Supaya aku bisa bantu pengecekan lebih lanjut, kakak bisa kirimin aku username dan no pesanan yg berkendala melalui DM ke IG aku ya, di @Shopee_id / @Shopeecare_id ya, sehat selalu ^BQ",2025-10-21 09:05:19,"Pengiriman,Layanan Pelanggan (CS)",0,1,0,0,0,1,0
